Date,B_Open,B_High,B_Low,B_Close,B_Volume,B_Value,B_weighted_Price,Inflation,DJ_Open,DJ_High,DJ_Low,DJ_Close,DJ_Adj_Close,DJ_Volume,Gold_Open,Gold_High,Gold_Low,Gold_Close,Fed
2013-01-01,13.24,13.24,12.77,13.22,2116.93,27536.43,13.01,1.6,12938.19,13109.13,12883.89,13104.14,13104.14,145740000,1675.97,1677.18,1670.45,1670.97,0.09
2013-01-02,13.12,13.19,12.98,13.09,1840.85,24114.05,13.1,1.6,13104.3,13412.71,13104.3,13412.55,13412.55,161430000,1670.97,1694.92,1670.45,1687.4,0.17
2013-01-03,13.09,13.26,12.96,13.19,3320.97,43609.27,13.13,1.6,13413.01,13430.6,13358.3,13391.36,13391.36,129630000,1687.65,1690.13,1661,1661.27,0.17
2013-01-04,13.12,13.24,12.84,13.19,2700.25,35364.47,13.1,1.6,13391.05,13447.11,13376.23,13435.21,13435.21,107590000,1661.67,1662.15,1626.03,1656.47,0.16
2013-01-05,13.19,13.19,13.03,13.15,1463.54,19221.27,13.13,1.6,13391.05,13447.11,13376.23,13435.21,13435.21,107590000,1661.67,1662.15,1626.03,1656.47,0.16
2013-01-06,13.11,13.15,13.06,13.15,453.56,5943.52,13.1,1.6,13391.05,13447.11,13376.23,13435.21,13435.21,107590000,1661.67,1662.15,1626.03,1656.47,0.16
2013-01-07,13.1,13.2,13.04,13.2,3935.25,51741.81,13.15,1.6,13436.13,13436.13,13343.32,13384.29,13384.29,113120000,1657,1662.55,1643.01,1649.8,0.16
2013-01-08,13.2,13.5,13.05,13.5,6086.28,81166.31,13.34,1.6,13377.42,13377.42,13293.13,13328.85,13328.85,129570000,1649.42,1662.47,1647.03,1661.4,0.15
2013-01-09,13.51,13.65,13.18,13.58,4640.27,62258.1,13.42,1.6,13329.92,13416.55,13329.08,13390.51,13390.51,123070000,1659.85,1665.98,1651.72,1656.41,0.14
2013-01-10,13.67,14.19,13.5,14,3719.45,51323.12,13.8,1.6,13391.82,13478.2,13382.29,13471.22,13471.22,133520000,1656.33,1678.82,1653.95,1674.15,0.14
2013-01-11,14,14.1,13.85,14,2405.63,33619.02,13.98,1.6,13471.45,13496.68,13439.97,13488.43,13488.43,119200000,1674.78,1676.99,1653.68,1662.4,0.14
2013-01-12,14.02,14.07,13.84,13.89,2245.56,31296.03,13.94,1.6,13471.45,13496.68,13439.97,13488.43,13488.43,119200000,1674.78,1676.99,1653.68,1662.4,0.14
2013-01-13,13.94,14.03,13.54,13.64,1578.51,21695.65,13.74,1.6,13471.45,13496.68,13439.97,13488.43,13488.43,119200000,1674.78,1676.99,1653.68,1662.4,0.14
2013-01-14,13.65,14.1,13.5,14.1,4314.6,60172.1,13.95,1.6,13488.43,13520.18,13459.84,13507.32,13507.32,118460000,1661.01,1674.88,1660.95,1668.28,0.14
2013-01-15,14.1,14.32,13.88,14.2,4961.38,70161.09,14.14,1.6,13507.32,13546.37,13445.8,13534.89,13534.89,102280000,1667.97,1685.2,1666.6,1681.43,0.15
2013-01-16,14.15,14.65,14.01,14.53,5436.23,78305.36,14.4,1.6,13534.89,13534.89,13468.96,13511.23,13511.23,118540000,1680.32,1684.9,1673.85,1680.67,0.14
2013-01-17,14.53,15.47,14.45,15.36,5227.76,78132.72,14.95,1.6,13511.23,13633.89,13510.24,13596.02,13596.02,183900000,1680.53,1696.44,1667.35,1687.33,0.14
2013-01-18,15.34,15.7,15.17,15.57,6749.53,104430.41,15.47,1.6,13596.02,13649.93,13571.86,13649.7,13649.7,260900000,1687.67,1694.75,1683.77,1684.88,0.14
2013-01-19,15.52,15.65,15.32,15.38,1993.54,30700.8,15.4,1.6,13596.02,13649.93,13571.86,13649.7,13649.7,260900000,1687.67,1694.75,1683.77,1684.88,0.14
2013-01-20,15.48,15.69,15.38,15.5,1427.77,22158.06,15.52,1.6,13596.02,13649.93,13571.86,13649.7,13649.7,260900000,1687.67,1694.75,1683.77,1684.88,0.14
2013-01-21,15.62,16.98,15.45,16.52,5634.63,91833.15,16.3,1.6,13596.02,13649.93,13571.86,13649.7,13649.7,260900000,1688.85,1691.5,1686.04,1689.55,0.14
2013-01-22,16.53,17.6,16.45,17.35,3827.76,65908.21,17.22,1.6,13649.7,13712.21,13622.96,13712.21,13712.21,144300000,1689.83,1695.96,1686.95,1692.56,0.14
2013-01-23,17.5,17.6,16.86,17.5,4853.16,83871.77,17.28,1.6,13712.21,13794.29,13710.13,13779.33,13779.33,104490000,1693.15,1695.18,1683.98,1684.98,0.13
2013-01-24,17.5,19.2,16,17.29,14880.17,269214.38,18.09,1.6,13779.33,13879.66,13779.33,13825.33,13825.33,124780000,1685.59,1685.71,1665.28,1667.89,0.15
2013-01-25,17.15,17.72,16.12,17.49,5131.56,87773.8,17.1,1.6,13825.33,13895.98,13825.33,13895.98,13895.98,130300000,1667.92,1672.4,1656.21,1658.6,0.14
2013-01-26,17.3,17.49,16.67,17.49,2485.9,42385.89,17.05,1.6,13825.33,13895.98,13825.33,13895.98,13895.98,130300000,1667.92,1672.4,1656.21,1658.6,0.14
2013-01-27,17.49,17.6,17.08,17.6,2589.57,45217.37,17.46,1.6,13825.33,13895.98,13825.33,13895.98,13895.98,130300000,1667.92,1672.4,1656.21,1658.6,0.14
2013-01-28,17.6,18.74,17.48,18.67,5344.52,96361.46,18.03,1.6,13895.98,13915.72,13862.57,13881.93,13881.93,113570000,1659.45,1662.47,1652.23,1657.25,0.14
2013-01-29,18.6,19.85,18.53,19.35,4541.64,87069.57,19.17,1.6,13881.93,13969.99,13880.01,13954.42,13954.42,108230000,1657.15,1665.89,1656.95,1664.06,0.12
2013-01-30,19.46,19.47,18.85,19.45,2557.51,48878.95,19.11,1.6,13954.42,13966.13,13896.95,13910.42,13910.42,117200000,1664.25,1683.83,1663.01,1676.76,0.12
2013-01-31,19.45,21,19.27,20.46,5738.86,115283.72,20.09,1.6,13910.42,13941.06,13860.58,13860.58,13860.58,142600000,1676.99,1680.84,1658.14,1663.05,0.15
2013-02-01,20.3,20.9,20.04,20.35,3503.83,72116.85,20.58,2,13860.58,14019.78,13860.58,14009.79,14009.79,128420000,1662.87,1682.12,1660.34,1667.28,0.14
2013-02-02,20.35,20.53,19.5,19.82,4786.98,94152.17,19.67,2,13860.58,14019.78,13860.58,14009.79,14009.79,128420000,1662.87,1682.12,1660.34,1667.28,0.14
2013-02-03,19.76,20.59,19.57,20.29,2479.42,50025.84,20.18,2,13860.58,14019.78,13860.58,14009.79,14009.79,128420000,1662.87,1682.12,1660.34,1667.28,0.14
2013-02-04,20.55,20.7,19.9,20.3,4506.95,92079.82,20.43,2,14009.79,14009.79,13866.83,13880.08,13880.08,130420000,1667.15,1677.65,1661.97,1674.77,0.13
2013-02-05,20.3,20.69,20.08,20.5,3193.31,65127.98,20.4,2,13880.08,14013.6,13880.08,13979.3,13979.3,134390000,1674.13,1684.97,1666.94,1674.92,0.13
2013-02-06,20.56,20.99,20.33,20.91,3424.26,71187.86,20.79,2,13979.3,13991.61,13913.18,13986.52,13986.52,127560000,1674.45,1679.8,1668.35,1678.53,0.13
2013-02-07,20.91,21.96,20.9,21.71,6307.58,134111.52,21.26,2,13986.52,13988.06,13852.2,13944.05,13944.05,118530000,1678.74,1683.31,1663.75,1671.24,0.13
2013-02-08,21.95,22.63,21.81,22.4,2801.67,62459.85,22.29,2,13944.05,14022.62,13944.05,13992.97,13992.97,99860000,1670.9,1673.71,1665.27,1667.26,0.14
2013-02-09,22.4,23.5,22.24,23.14,2134.08,48434.13,22.7,2,13944.05,14022.62,13944.05,13992.97,13992.97,99860000,1670.9,1673.71,1665.27,1667.26,0.14
2013-02-10,23.46,23.8,22.85,23.7,2194.81,51399.55,23.42,2,13944.05,14022.62,13944.05,13992.97,13992.97,99860000,1670.9,1673.71,1665.27,1667.26,0.14
2013-02-11,23.74,23.94,23.16,23.94,2978.35,70368.4,23.63,2,13992.97,13992.97,13940.41,13971.24,13971.24,75090000,1666.72,1669.68,1643.98,1648.53,0.14
2013-02-12,23.94,25.85,23.87,25.47,8534.23,212940.28,24.95,2,13971.24,14038.97,13968.94,14018.7,14018.7,117180000,1648.17,1653.32,1639.37,1651.77,0.13
2013-02-13,25.33,25.97,25,25,3983.64,101818.26,25.56,2,14018.7,14029.35,13945.78,13982.91,13982.91,130520000,1651.66,1653.59,1640.64,1644.07,0.14
2013-02-14,25,27.5,22.42,27.4,12042.5,304559.44,25.29,2,13982.91,13990.36,13921.94,13973.39,13973.39,114800000,1644.15,1649.95,1633.07,1635.34,0.14
2013-02-15,27.4,27.56,26.72,27,3145.14,85416.68,27.16,2,13973.39,14001.93,13906.73,13981.76,13981.76,195670000,1635.4,1636.09,1598.21,1610.33,0.16
2013-02-16,27.43,27.58,26.71,27.5,2782.39,75384.62,27.09,2,13973.39,14001.93,13906.73,13981.76,13981.76,195670000,1635.4,1636.09,1598.21,1610.33,0.16
2013-02-17,27.36,27.5,25.25,26.98,7942,208241.44,26.22,2,13973.39,14001.93,13906.73,13981.76,13981.76,195670000,1635.4,1636.09,1598.21,1610.33,0.16
2013-02-18,26.81,27,26.29,26.92,3103.54,82786.8,26.67,2,13973.39,14001.93,13906.73,13981.76,13981.76,195670000,1613.1,1618.72,1607.3,1614.15,0.16
2013-02-19,26.92,29.5,26.7,29.39,9541.05,269205.92,28.22,2,13981.76,14044.82,13977.9,14035.67,14035.67,136410000,1614.1,1615.32,1600.97,1605.08,0.15
2013-02-20,29.39,30.07,29.21,30,3832.39,113554.95,29.63,2,14035.67,14058.27,13919.28,13927.54,13927.54,138540000,1605.15,1609.58,1558.79,1570.55,0.15
2013-02-21,30,30.14,29.6,30,3576.11,106946.58,29.91,2,13927.54,13927.54,13834.4,13880.62,13880.62,131410000,1570.48,1584.97,1555.39,1578.43,0.16
2013-02-22,29.96,31.49,29.9,30.4,6182.2,188602.71,30.51,2,13880.62,14001.19,13880.62,14000.57,14000.57,139850000,1578.97,1587.28,1570.35,1581.25,0.16
2013-02-23,30.37,30.44,27.67,29.54,3865.85,112006.75,28.97,2,13880.62,14001.19,13880.62,14000.57,14000.57,139850000,1578.97,1587.28,1570.35,1581.25,0.16
2013-02-24,29.55,30.37,29.08,29.78,1590.78,47358.79,29.77,2,13880.62,14001.19,13880.62,14000.57,14000.57,139850000,1578.97,1587.28,1570.35,1581.25,0.16
2013-02-25,29.79,30.49,29.78,30.43,1564.85,47315.24,30.24,2,14000.57,14081.58,13784.01,13784.17,13784.17,152190000,1578.79,1597.06,1575.34,1595.03,0.15
2013-02-26,30.43,32,29.85,31.1,5071.9,156914.91,30.94,2,13784.17,13918.44,13784.17,13900.13,13900.13,132580000,1594.34,1619.26,1584.54,1613.43,0.14
2013-02-27,31.01,31.77,30.45,31.31,3168.54,98872.37,31.2,2,13900.13,14104.86,13880.19,14075.37,14075.37,107010000,1613.62,1614.76,1592.57,1597.2,0.14
2013-02-28,31.31,34.42,31.31,33.53,6726.87,222654.29,33.1,2,14075.37,14149.15,14050.18,14054.49,14054.49,177150000,1596.99,1602.75,1575.12,1581.01,0.14
2013-03-01,33.53,34.75,33.25,34.55,3666.43,125024.62,34.1,1.5,14054.49,14107.09,13937.6,14089.66,14089.66,125920000,1581.2,1587.4,1564.95,1576.99,0.14
2013-03-02,34.55,34.77,33.6,34.16,2128.57,72650.36,34.13,1.5,14054.49,14107.09,13937.6,14089.66,14089.66,125920000,1581.2,1587.4,1564.95,1576.99,0.14
2013-03-03,34.29,34.34,33.91,34.33,1136.63,38835.95,34.17,1.5,14054.49,14107.09,13937.6,14089.66,14089.66,125920000,1581.2,1587.4,1564.95,1576.99,0.14
2013-03-04,34.33,37,34.24,36.52,6165.24,218170.51,35.39,1.5,14089.66,14128.21,14030.37,14127.82,14127.82,110810000,1579.25,1584.9,1569.75,1575.33,0.16
2013-03-05,36.56,41,36.53,40.75,6476.19,255026.77,39.38,1.5,14127.82,14286.37,14127.82,14253.77,14253.77,112100000,1575.65,1586.5,1572.18,1577.4,0.15
2013-03-06,40.66,49.17,40.66,42.32,10298.44,477703.03,46.39,1.5,14253.77,14320.65,14253,14296.24,14296.24,116510000,1577.44,1585.08,1567.8,1583.03,0.15
2013-03-07,42.31,46,33,41.68,16259.06,656197.27,40.36,1.5,14296.24,14354.69,14296.24,14329.49,14329.49,117080000,1582.17,1585.57,1575.13,1579.75,0.16
2013-03-08,41.68,44.37,40.56,43.76,4388.76,187903.31,42.81,1.5,14329.49,14413.17,14329.49,14397.07,14397.07,115630000,1579.67,1583.51,1561.9,1579.1,0.15
2013-03-09,43.77,46,42,46,3829.22,169630.82,44.3,1.5,14329.49,14413.17,14329.49,14397.07,14397.07,115630000,1579.67,1583.51,1561.9,1579.1,0.15
2013-03-10,45.76,47,45,45.29,1252.1,57957.99,46.29,1.5,14329.49,14413.17,14329.49,14397.07,14397.07,115630000,1579.67,1583.51,1561.9,1579.1,0.15
2013-03-11,45.97,48.38,45.6,48.25,3400.79,160700.39,47.25,1.5,14397.07,14448.06,14373.32,14447.29,14447.29,94880000,1578.8,1583.26,1575.65,1582.48,0.16
2013-03-12,48.15,48.25,36,44.84,11195.7,484836.09,43.31,1.5,14447.29,14478.8,14412.06,14450.06,14450.06,102100000,1581.23,1598.41,1580.16,1592.81,0.15
2013-03-13,44.29,47.09,44.2,46.99,3290.23,152004.66,46.2,1.5,14450.06,14472.8,14411.66,14455.28,14455.28,83920000,1592.98,1599.26,1585.85,1588.19,0.14
2013-03-14,46.99,47.97,46.8,46.95,3527.69,167173.93,47.39,1.5,14455.28,14539.29,14455.28,14539.14,14539.14,117390000,1588.17,1593.35,1577.19,1589.75,0.15
2013-03-15,46.95,47.29,46.9,46.9,1063.76,50102.52,47.1,1.5,14539.14,14539.14,14470.5,14514.11,14514.11,407770000,1590.07,1598.61,1588.73,1592.17,0.16
2013-03-16,46.93,47,46.58,46.74,909.76,42583.45,46.81,1.5,14539.14,14539.14,14470.5,14514.11,14514.11,407770000,1590.07,1598.61,1588.73,1592.17,0.16
2013-03-17,46.7,47.24,46.7,47.24,1102.96,51827.61,46.99,1.5,14539.14,14539.14,14470.5,14514.11,14514.11,407770000,1590.07,1598.61,1588.73,1592.17,0.16
2013-03-18,47.24,51.1,46.98,50.35,5924.1,285215.39,48.14,1.5,14514.11,14521.59,14404.21,14452.06,14452.06,119640000,1604.07,1610.98,1591.93,1605.69,0.16
2013-03-19,49.87,60,48,59.41,9303.94,514314.62,55.28,1.5,14452.06,14514.34,14382.09,14455.82,14455.82,122170000,1605.72,1615.55,1600.3,1612.35,0.15
2013-03-20,59.46,67.99,58.86,64.2,8546.01,529201.14,61.92,1.5,14455.82,14546.82,14455.82,14511.73,14511.73,121240000,1613.13,1615.04,1603.68,1606.8,0.15
2013-03-21,65.13,76.91,64.61,72.23,9864.57,697134.34,70.67,1.5,14511.73,14511.73,14383.02,14421.49,14421.49,110450000,1606.11,1616.72,1604.59,1615.84,0.16
2013-03-22,70.87,74.47,65,69.9,5462.7,385986.77,70.66,1.5,14421.49,14519.95,14421.49,14512.03,14512.03,101450000,1615.75,1615.82,1603.77,1609.1,0.15
2013-03-23,68.81,72,50.09,63.9,13092.95,799580.96,61.07,1.5,14421.49,14519.95,14421.49,14512.03,14512.03,101450000,1615.75,1615.82,1603.77,1609.1,0.15
2013-03-24,64.37,71,63.36,70.22,3627.69,249504.61,68.78,1.5,14421.49,14519.95,14421.49,14512.03,14512.03,101450000,1615.75,1615.82,1603.77,1609.1,0.15
2013-03-25,70.22,80,69.25,75.11,8198.25,600261.14,73.22,1.5,14512.03,14563.75,14395,14447.75,14447.75,124840000,1606.79,1613.6,1590.13,1605.41,0.15
2013-03-26,74.3,100,74.3,79.81,6748.68,536804.56,79.54,1.5,14447.75,14561.54,14447.75,14559.65,14559.65,96030000,1605.07,1605.55,1594.91,1600.35,0.14
2013-03-27,79.81,89.99,78.75,89.3,6073.08,528292.73,86.99,1.5,14559.65,14559.65,14439.55,14526.16,14526.16,92680000,1600.36,1608.39,1591.52,1605.46,0.12
2013-03-28,89.4,97,80,88.52,9823.47,885159.1,90.11,1.5,14526.16,14585.1,14520.86,14578.54,14578.54,153710000,1605.12,1607.67,1594.11,1596.7,0.13
2013-03-29,88.96,94,84,90,6658.42,598347.5,89.86,1.5,14526.16,14585.1,14520.86,14578.54,14578.54,153710000,1596.6,1601.1,1594.8,1596.66,0.09
2013-03-30,90.49,95,89.31,92.11,1799.52,167125.88,92.87,1.5,14526.16,14585.1,14520.86,14578.54,14578.54,153710000,1596.6,1601.1,1594.8,1596.66,0.09
2013-03-31,92.12,96.15,92.12,96.15,2003.82,188706.62,94.17,1.5,14526.16,14585.1,14520.86,14578.54,14578.54,153710000,1596.6,1601.1,1594.8,1596.66,0.09
2013-04-01,95.5,106.5,93.7,104.7,6540.71,651512.72,99.61,1.1,14578.54,14605.72,14531.48,14572.85,14572.85,91400000,1597.79,1601.1,1595.18,1600.4,0.16
2013-04-02,103.73,116,100.1,116,6441.04,703416.05,109.21,1.1,14572.85,14684.49,14572.85,14662.01,14662.01,98420000,1600.15,1603.93,1573.96,1576.4,0.15
2013-04-03,116,158.41,110,133.78,15003.95,1942177.68,129.44,1.1,14662.01,14683.13,14525.36,14550.35,14550.35,127140000,1576.18,1577.4,1550.09,1557.67,0.14
2013-04-04,133.87,150,119,135,7265.27,962558.35,132.49,1.1,14550.35,14625.24,14538.72,14606.11,14606.11,104790000,1557.75,1559.77,1540.36,1553.74,0.14
2013-04-05,134.67,200,127.09,141.8,7564.28,1059570.01,140.08,1.1,14606.11,14606.11,14434.43,14565.25,14565.25,131250000,1553.72,1581.8,1549.59,1581.8,0.15
2013-04-06,141.8,150.03,138.5,141,3504.27,496447.04,141.67,1.1,14606.11,14606.11,14434.43,14565.25,14565.25,131250000,1553.72,1581.8,1549.59,1581.8,0.15
2013-04-07,141,165.1,140.65,164.97,6737.21,1031866.58,153.16,1.1,14606.11,14606.11,14434.43,14565.25,14565.25,131250000,1553.72,1581.8,1549.59,1581.8,0.15
2013-04-08,164.97,198,162,185.6,13411.06,2441789.84,182.07,1.1,14565.25,14613.48,14497.8,14613.48,14613.48,106680000,1581.65,1581.73,1567.64,1573.47,0.15
2013-04-09,185.6,235.29,164.34,229,11211.79,2408925.33,214.86,1.1,14613.48,14716.46,14598.5,14673.46,14673.46,128580000,1573.35,1590.6,1570.53,1586.11,0.15
2013-04-10,228.94,259.34,70,162,20889.47,3647719.88,174.62,1.1,14673.46,14826.66,14673.46,14802.24,14802.24,120520000,1586.24,1588.65,1555.84,1558.57,0.15
2013-04-11,162,179,50,83.4,37205.88,3955205.77,106.31,1.1,14802.24,14887.51,14785.36,14865.14,14865.14,144570000,1558.15,1568.38,1553.67,1561.67,0.15
2013-04-12,81.02,112,45,109.9,29095.91,2208419,75.9,1.1,14865.14,14865.21,14790.57,14865.06,14865.06,119570000,1561.77,1564.74,1478.1,1478.1,0.15
2013-04-13,109.9,119,85,91.64,16830.84,1708591.81,101.52,1.1,14865.14,14865.21,14790.57,14865.06,14865.06,119570000,1561.77,1564.74,1478.1,1478.1,0.15
2013-04-14,90.44,99.99,81.94,91.11,5777.57,549492.06,95.11,1.1,14865.14,14865.21,14790.57,14865.06,14865.06,119570000,1561.77,1564.74,1478.1,1478.1,0.15
2013-04-15,91.79,99.8,60,74,19578.13,1685980.11,86.12,1.1,14865.06,14865.06,14598.58,14599.2,14599.2,161680000,1483.52,1495.6,1337.89,1350.8,0.15
2013-04-16,73.99,82,49.8,68.09,35706.59,2335121.25,65.4,1.1,14599.2,14761.73,14599.2,14756.78,14756.78,126320000,1351.09,1403.66,1322.18,1374.8,0.15
2013-04-17,67.85,101.12,60,89.98,30854.42,2607701.52,84.52,1.1,14756.78,14756.78,14560.81,14618.59,14618.59,168010000,1372.11,1395,1365.16,1378.63,0.15
2013-04-18,89.98,111.23,78.92,109.3,16527.46,1599320.96,96.77,1.1,14618.59,14650.26,14495.29,14537.14,14537.14,158050000,1378.95,1402.05,1339.14,1394.2,0.15
2013-04-19,109.3,140.2,100,117.71,25498.95,3014004.73,118.2,1.1,14537.14,14553.73,14444.03,14547.51,14547.51,207200000,1394.05,1425.35,1386.3,1403.66,0.15
2013-04-20,118.11,129.79,114.27,126.55,7474.81,917496.79,122.75,1.1,14537.14,14553.73,14444.03,14547.51,14547.51,207200000,1394.05,1425.35,1386.3,1403.66,0.15
2013-04-21,126.55,129,101,118.81,17188.09,2014050.17,117.18,1.1,14537.14,14553.73,14444.03,14547.51,14547.51,207200000,1394.05,1425.35,1386.3,1403.66,0.15
2013-04-22,118.91,125.01,116,123.74,6675.55,806995.96,120.89,1.1,14547.51,14588.83,14457.6,14567.17,14567.17,146890000,1407.24,1438.97,1403.99,1426.55,0.15
2013-04-23,123.73,138.87,121.12,137.29,13391.87,1754207.72,130.99,1.1,14567.17,14721.42,14554.29,14719.46,14719.46,137320000,1426.4,1431.67,1405.66,1413.24,0.14
2013-04-24,137.3,161,134.98,149,21232.85,3132037,147.51,1.1,14719.46,14747.42,14666.54,14676.3,14676.3,138020000,1413.33,1433.91,1413.15,1430.7,0.13
2013-04-25,150,170.28,123.2,141.9,16566.09,2371208.93,143.14,1.1,14676.3,14768.05,14665.45,14700.8,14700.8,129600000,1430.65,1469.06,1427.2,1464.28,0.13
2013-04-26,141.9,142.53,126.68,137.3,10688.92,1434028.95,134.16,1.1,14700.8,14743.49,14684.82,14712.55,14712.55,128910000,1464.35,1485.16,1448.74,1461.63,0.13
2013-04-27,137.3,148.61,125.76,128.8,6686.08,880153.63,131.64,1.1,14700.8,14743.49,14684.82,14712.55,14712.55,128910000,1464.35,1485.16,1448.74,1461.63,0.13
2013-04-28,128.8,148.18,121.57,135.28,5136.53,687058.93,133.76,1.1,14700.8,14743.49,14684.82,14712.55,14712.55,128910000,1464.35,1485.16,1448.74,1461.63,0.13
2013-04-29,135.31,151.65,123.96,143.31,10485.46,1481409.04,141.28,1.1,14712.55,14844.96,14712.55,14818.75,14818.75,97060000,1465.15,1478.93,1462.27,1474.89,0.13
2013-04-30,143.32,144.99,133.89,139.88,8465.3,1177535.61,139.1,1.1,14818.75,14839.8,14734.47,14839.8,14839.8,148250000,1475.04,1480.28,1461.27,1475.2,0.14
2013-05-01,139.87,140.3,104.9,116.75,21104.9,2571869.93,121.86,1.4,14839.8,14839.8,14687.05,14700.95,14700.95,112620000,1475.92,1478.02,1440.7,1458.98,0.14
2013-05-02,116.75,127.24,93.01,106.81,21725.13,2337279.84,107.58,1.4,14700.95,14834.63,14700.95,14831.58,14831.58,91180000,1459.11,1474.01,1449.03,1467.02,0.15
2013-05-03,107.02,108,81.5,98.08,26863.56,2454817.07,91.38,1.4,14831.58,15009.59,14831.58,14973.96,14973.96,119890000,1467.02,1488.12,1456.44,1470.62,0.14
2013-05-04,98.08,115.64,94,112.62,15910.13,1680499.99,105.62,1.4,14831.58,15009.59,14831.58,14973.96,14973.96,119890000,1467.02,1488.12,1456.44,1470.62,0.14
2013-05-05,112.89,118.76,106.5,116.57,9033.94,1027108.59,113.69,1.4,14831.58,15009.59,14831.58,14973.96,14973.96,119890000,1467.02,1488.12,1456.44,1470.62,0.14
2013-05-06,116.9,123.97,105,112.71,17251.56,2019204.73,117.04,1.4,14973.96,14988.87,14941.09,14968.89,14968.89,116160000,1470.6,1478.89,1465.09,1470.48,0.14
2013-05-07,112.67,112.95,98.77,110,14941.55,1598932.96,107.01,1.4,14968.89,15056.67,14968.89,15056.2,15056.2,117230000,1470.54,1470.76,1441.49,1450.7,0.12
2013-05-08,110.92,116.29,109.41,113.16,8261.64,933648.94,113.01,1.4,15056.2,15106.81,15021.87,15105.12,15105.12,113510000,1450.51,1476.52,1447.85,1472.29,0.12
2013-05-09,113.16,113.95,109,111.96,6725.71,747542.35,111.15,1.4,15105.12,15144.83,15046.87,15082.62,15082.62,97810000,1471.8,1475.91,1453.55,1456.74,0.12
2013-05-10,111.96,119.98,109.2,117.9,10480.14,1210254.42,115.48,1.4,15082.62,15118.49,15038.18,15118.49,15118.49,98980000,1456.72,1462.35,1419.79,1448.53,0.12
2013-05-11,117.9,118.5,112.95,115.04,4692.1,541315.23,115.37,1.4,15082.62,15118.49,15038.18,15118.49,15118.49,98980000,1456.72,1462.35,1419.79,1448.53,0.12
2013-05-12,115.58,117.86,113,114.5,3366.7,386962.63,114.94,1.4,15082.62,15118.49,15038.18,15118.49,15118.49,98980000,1456.72,1462.35,1419.79,1448.53,0.12
2013-05-13,115.05,117.48,113.55,115.99,3412.04,396130.06,116.1,1.4,15113.42,15113.42,15053.46,15091.68,15091.68,94280000,1441.91,1442.77,1426.26,1432.86,0.12
2013-05-14,115.98,117.9,103.5,107,12120.01,1369310.43,112.98,1.4,15091.68,15219.55,15089.3,15215.25,15215.25,124590000,1432.79,1445.32,1422.11,1427.24,0.11
2013-05-15,107,113,101.72,108.95,10914.52,1187889.94,108.84,1.4,15211.87,15301.34,15175.39,15275.69,15275.69,124030000,1427.38,1430.82,1389.72,1395.19,0.12
2013-05-16,108.96,113.35,108.35,113.35,7515.76,834106.76,110.98,1.4,15273.92,15302.49,15215.82,15233.22,15233.22,145090000,1395.29,1398.19,1370.01,1385.1,0.11
2013-05-17,113.36,118.16,112.82,116.73,9721.36,1122824.6,115.5,1.4,15234.75,15357.4,15234.75,15354.4,15354.4,175750000,1385.14,1392.92,1355.88,1359.53,0.1
2013-05-18,117.51,118.55,115.99,118.49,3906.23,458947,117.49,1.4,15234.75,15357.4,15234.75,15354.4,15354.4,175750000,1385.14,1392.92,1355.88,1359.53,0.1
2013-05-19,118.49,118.98,114.1,116.38,4800.36,562576.34,117.19,1.4,15234.75,15357.4,15234.75,15354.4,15354.4,175750000,1385.14,1392.92,1355.88,1359.53,0.1
2013-05-20,117.27,118.94,114.03,116.55,4541.31,533212.73,117.41,1.4,15348.33,15391.84,15314.15,15335.28,15335.28,116420000,1343.68,1399.18,1340.47,1393.15,0.1
2013-05-21,117.81,118.56,116.9,117.5,3656.25,430370.52,117.71,1.4,15334.97,15434.5,15325.68,15387.58,15387.58,122970000,1393.04,1401.59,1359.93,1374.28,0.09
2013-05-22,117.25,119.48,117,119.11,7275.6,861702.65,118.44,1.4,15387.12,15542.4,15265.96,15307.17,15307.17,171850000,1373.2,1412.95,1355.57,1368.56,0.08
2013-05-23,118.45,123.9,118.36,123.84,10212.8,1235081.78,120.93,1.4,15300.57,15348.41,15180.23,15294.5,15294.5,148810000,1367.26,1398.05,1357.01,1391.92,0.08
2013-05-24,123.84,129.94,122.52,128.7,13193.58,1667171.43,126.36,1.4,15290.74,15306.71,15199.63,15303.1,15303.1,105660000,1391.85,1398.24,1382.55,1386.63,0.09
2013-05-25,128.65,129.73,126.03,128.97,5146.71,659629.11,128.17,1.4,15290.74,15306.71,15199.63,15303.1,15303.1,105660000,1391.85,1398.24,1382.55,1386.63,0.09
2013-05-26,128.98,130.29,127.97,129.5,3916.06,507344.04,129.55,1.4,15290.74,15306.71,15199.63,15303.1,15303.1,105660000,1391.85,1398.24,1382.55,1386.63,0.09
2013-05-27,130.27,130.6,120.33,126.25,7413.81,944067.49,127.34,1.4,15290.74,15306.71,15199.63,15303.1,15303.1,105660000,1386.88,1396.67,1384.53,1394.09,0.09
2013-05-28,126.2,127.11,123,125.92,6072.76,762645.77,125.58,1.4,15307.33,15521.49,15307.33,15409.39,15409.39,130680000,1393.92,1401.83,1373.85,1380.84,0.09
2013-05-29,125.99,130.4,125.53,130.35,9946.84,1276086.57,128.29,1.4,15399.94,15400.25,15229.53,15302.8,15302.8,114020000,1380.93,1398.52,1380.25,1391.42,0.08
