"Date","Open","High","Low","Close"
"Apr 14, 2016","$1,235.27","$1,244.05","$1,223.60","$1,227.46"
"Apr 13, 2016","$1,255.81","$1,256.72","$1,239.10","$1,241.66"
"Apr 12, 2016","$1,258.45","$1,262.55","$1,251.45","$1,256.23"
"Apr 11, 2016","$1,245.35","$1,259.25","$1,244.15","$1,258.35"
"Apr 08, 2016","$1,240.43","$1,242.76","$1,229.75","$1,239.59"
"Apr 07, 2016","$1,223.24","$1,243.25","$1,223.22","$1,240.46"
"Apr 06, 2016","$1,229.65","$1,232.25","$1,217.45","$1,223.22"
"Apr 05, 2016","$1,216.36","$1,236.72","$1,214.96","$1,229.72"
"Apr 04, 2016","$1,218.80","$1,222.68","$1,214.00","$1,216.18"
"Apr 01, 2016","$1,231.68","$1,235.40","$1,209.25","$1,222.30"
"Mar 31, 2016","$1,225.82","$1,240.25","$1,224.16","$1,231.87"
"Mar 30, 2016","$1,239.20","$1,243.45","$1,223.65","$1,225.10"
"Mar 29, 2016","$1,221.40","$1,244.00","$1,215.53","$1,239.60"
"Mar 28, 2016","$1,214.15","$1,222.95","$1,208.57","$1,221.29"
"Mar 25, 2016","$1,217.54","$1,217.54","$1,217.54","$1,217.54"
"Mar 24, 2016","$1,223.08","$1,223.85","$1,212.92","$1,217.08"
"Mar 23, 2016","$1,248.15","$1,249.45","$1,215.30","$1,222.73"
"Mar 22, 2016","$1,243.92","$1,259.75","$1,242.55","$1,247.71"
"Mar 21, 2016","$1,255.72","$1,255.78","$1,240.97","$1,243.85"
"Mar 18, 2016","$1,258.80","$1,266.95","$1,248.15","$1,255.30"
"Mar 17, 2016","$1,259.85","$1,271.05","$1,254.55","$1,259.14"
"Mar 16, 2016","$1,232.80","$1,264.05","$1,227.05","$1,260.09"
"Mar 15, 2016","$1,235.48","$1,237.80","$1,226.15","$1,232.75"
"Mar 14, 2016","$1,251.23","$1,261.15","$1,229.58","$1,235.65"
"Mar 11, 2016","$1,270.50","$1,282.85","$1,248.44","$1,250.77"
"Mar 10, 2016","$1,253.93","$1,274.10","$1,237.27","$1,271.45"
"Mar 08, 2016","$1,268.05","$1,278.16","$1,260.00","$1,264.20"
"Mar 07, 2016","$1,263.92","$1,273.15","$1,256.87","$1,267.95"
"Mar 04, 2016","$1,261.15","$1,279.85","$1,250.75","$1,259.09"
"Mar 03, 2016","$1,241.10","$1,268.15","$1,237.60","$1,260.25"
"Mar 02, 2016","$1,231.33","$1,244.15","$1,224.85","$1,241.17"
"Mar 01, 2016","$1,240.49","$1,248.65","$1,223.20","$1,232.25"
"Feb 29, 2016","$1,230.17","$1,241.96","$1,226.40","$1,240.49"
"Feb 26, 2016","$1,233.84","$1,240.25","$1,211.55","$1,222.83"
"Feb 25, 2016","$1,224.57","$1,245.80","$1,224.15","$1,233.74"
"Feb 24, 2016","$1,230.70","$1,253.25","$1,221.20","$1,224.11"
"Feb 23, 2016","$1,210.00","$1,232.66","$1,207.39","$1,230.67"
"Feb 22, 2016","$1,225.60","$1,226.29","$1,202.15","$1,209.32"
"Feb 19, 2016","$1,231.37","$1,234.55","$1,220.05","$1,226.14"
"Feb 18, 2016","$1,207.18","$1,239.75","$1,200.95","$1,230.94"
"Feb 17, 2016","$1,203.00","$1,233.50","$1,195.85","$1,206.96"
"Feb 16, 2016","$1,207.57","$1,217.05","$1,191.04","$1,203.35"
"Feb 15, 2016","$1,233.80","$1,234.75","$1,202.23","$1,208.05"
"Feb 12, 2016","$1,239.25","$1,246.15","$1,232.55","$1,237.71"
"Feb 11, 2016","$1,198.96","$1,262.15","$1,198.39","$1,239.65"
"Feb 10, 2016","$1,189.98","$1,198.75","$1,181.60","$1,198.65"
"Feb 09, 2016","$1,191.96","$1,198.97","$1,185.85","$1,189.41"
"Feb 08, 2016","$1,165.35","$1,200.95","$1,164.35","$1,191.18"
"Feb 05, 2016","$1,155.79","$1,174.60","$1,145.43","$1,173.52"
"Feb 04, 2016","$1,143.25","$1,160.00","$1,139.75","$1,155.55"
"Feb 03, 2016","$1,127.67","$1,145.65","$1,124.58","$1,142.25"
"Feb 02, 2016","$1,129.35","$1,130.75","$1,122.55","$1,127.57"
"Feb 01, 2016","$1,117.68","$1,131.00","$1,117.08","$1,128.60"
"Jan 29, 2016","$1,114.68","$1,118.52","$1,108.90","$1,118.51"
"Jan 28, 2016","$1,122.25","$1,125.03","$1,111.72","$1,114.30"
"Jan 27, 2016","$1,119.57","$1,129.80","$1,115.05","$1,124.87"
"Jan 26, 2016","$1,108.86","$1,123.03","$1,107.59","$1,119.55"
"Jan 25, 2016","$1,097.92","$1,109.15","$1,097.92","$1,108.65"
"Jan 22, 2016","$1,100.76","$1,102.67","$1,094.35","$1,097.76"
"Jan 21, 2016","$1,099.54","$1,107.10","$1,092.55","$1,100.83"
"Jan 20, 2016","$1,088.15","$1,109.25","$1,088.05","$1,099.60"
"Jan 19, 2016","$1,090.26","$1,094.52","$1,082.77","$1,088.15"
"Jan 18, 2016","$1,090.36","$1,093.35","$1,087.75","$1,088.65"
"Jan 15, 2016","$1,077.14","$1,097.45","$1,076.40","$1,088.79"
"Jan 14, 2016","$1,095.03","$1,095.34","$1,071.54","$1,077.04"
"Jan 13, 2016","$1,086.96","$1,096.70","$1,080.00","$1,095.14"
"Jan 12, 2016","$1,096.47","$1,099.05","$1,083.76","$1,086.66"
"Jan 11, 2016","$1,106.86","$1,108.65","$1,093.80","$1,095.95"
"Jan 08, 2016","$1,109.59","$1,113.10","$1,093.55","$1,104.42"
"Jan 07, 2016","$1,093.50","$1,110.18","$1,091.55","$1,109.38"
"Jan 06, 2016","$1,077.74","$1,095.28","$1,075.34","$1,092.73"
"Jan 05, 2016","$1,073.27","$1,082.12","$1,073.24","$1,077.75"
"Jan 04, 2016","$1,063.32","$1,083.55","$1,062.43","$1,073.17"
"Dec 31, 2015","$1,061.60","$1,063.55","$1,058.60","$1,061.42"
"Dec 30, 2015","$1,069.19","$1,072.35","$1,059.55","$1,061.98"
"Dec 29, 2015","$1,068.30","$1,075.35","$1,067.61","$1,069.23"
"Dec 28, 2015","$1,075.98","$1,076.55","$1,066.00","$1,068.42"
"Dec 24, 2015","$1,071.83","$1,077.18","$1,071.33","$1,076.93"
"Dec 23, 2015","$1,074.47","$1,074.66","$1,068.40","$1,071.83"
"Dec 22, 2015","$1,077.49","$1,080.84","$1,071.90","$1,073.46"
"Dec 21, 2015","$1,065.35","$1,081.80","$1,063.98","$1,077.48"
"Dec 18, 2015","$1,052.99","$1,071.25","$1,051.45","$1,066.29"
"Dec 17, 2015","$1,070.14","$1,073.05","$1,047.85","$1,052.86"
"Dec 16, 2015","$1,061.95","$1,078.25","$1,061.50","$1,069.60"
"Dec 15, 2015","$1,062.54","$1,068.75","$1,058.10","$1,061.32"
"Dec 14, 2015","$1,072.26","$1,077.55","$1,058.88","$1,061.59"
"Dec 11, 2015","$1,071.63","$1,079.67","$1,062.65","$1,074.63"
"Dec 10, 2015","$1,072.95","$1,076.53","$1,069.54","$1,072.01"
"Dec 09, 2015","$1,076.20","$1,085.35","$1,069.79","$1,072.55"
"Dec 08, 2015","$1,071.19","$1,078.95","$1,067.95","$1,076.18"
"Dec 07, 2015","$1,083.35","$1,086.75","$1,066.75","$1,070.90"
"Dec 04, 2015","$1,063.71","$1,088.92","$1,058.32","$1,086.16"
"Dec 03, 2015","$1,053.45","$1,065.55","$1,046.47","$1,063.00"
"Dec 02, 2015","$1,070.02","$1,070.71","$1,050.90","$1,054.23"
"Dec 01, 2015","$1,064.36","$1,074.90","$1,063.38","$1,070.14"
"Nov 30, 2015","$1,057.45","$1,069.85","$1,053.33","$1,064.47"
"Nov 27, 2015","$1,072.45","$1,073.85","$1,052.88","$1,058.33"
"Nov 26, 2015","$1,071.16","$1,074.95","$1,069.94","$1,072.05"
"Nov 25, 2015","$1,076.05","$1,080.95","$1,068.10","$1,071.02"
"Nov 24, 2015","$1,070.80","$1,081.05","$1,069.30","$1,075.45"
"Nov 23, 2015","$1,076.45","$1,076.83","$1,065.00","$1,070.18"
"Nov 20, 2015","$1,082.30","$1,088.05","$1,076.00","$1,078.01"
"Nov 19, 2015","$1,072.08","$1,086.95","$1,069.75","$1,082.05"
"Nov 18, 2015","$1,069.70","$1,075.50","$1,065.65","$1,071.68"
"Nov 17, 2015","$1,083.75","$1,085.25","$1,065.65","$1,069.48"
"Nov 16, 2015","$1,089.45","$1,098.25","$1,081.52","$1,084.23"
"Nov 13, 2015","$1,084.52","$1,088.75","$1,079.85","$1,083.88"
"Nov 12, 2015","$1,086.81","$1,089.52","$1,074.40","$1,084.19"
"Nov 11, 2015","$1,090.17","$1,093.66","$1,084.27","$1,086.95"
"Nov 10, 2015","$1,092.62","$1,094.65","$1,085.65","$1,090.25"
"Nov 09, 2015","$1,089.95","$1,095.77","$1,088.55","$1,092.97"
"Nov 06, 2015","$1,105.57","$1,110.54","$1,085.60","$1,089.63"
"Nov 05, 2015","$1,110.05","$1,111.60","$1,103.13","$1,105.47"
"Nov 04, 2015","$1,120.48","$1,122.95","$1,106.56","$1,109.76"
"Nov 03, 2015","$1,133.73","$1,138.45","$1,114.58","$1,120.11"
"Nov 02, 2015","$1,140.79","$1,143.03","$1,132.77","$1,133.34"
"Oct 30, 2015","$1,146.58","$1,150.16","$1,139.55","$1,142.14"
"Oct 29, 2015","$1,157.68","$1,162.75","$1,144.70","$1,146.55"
"Oct 28, 2015","$1,167.35","$1,182.85","$1,152.55","$1,157.40"
"Oct 27, 2015","$1,163.96","$1,168.75","$1,161.05","$1,167.32"
"Oct 26, 2015","$1,163.20","$1,169.55","$1,162.52","$1,163.75"
"Oct 23, 2015","$1,166.45","$1,179.45","$1,159.25","$1,164.29"
"Oct 22, 2015","$1,166.77","$1,171.77","$1,163.05","$1,166.62"
"Oct 21, 2015","$1,176.70","$1,179.33","$1,163.95","$1,166.85"
"Oct 20, 2015","$1,170.40","$1,180.65","$1,167.50","$1,176.39"
"Oct 19, 2015","$1,175.95","$1,178.15","$1,168.70","$1,170.18"
"Oct 16, 2015","$1,182.33","$1,184.38","$1,174.55","$1,176.95"
"Oct 15, 2015","$1,184.18","$1,191.70","$1,174.95","$1,182.29"
"Oct 14, 2015","$1,168.75","$1,189.90","$1,163.65","$1,184.15"
"Oct 13, 2015","$1,163.76","$1,169.03","$1,152.04","$1,168.76"
"Oct 12, 2015","$1,155.53","$1,169.10","$1,155.07","$1,163.66"
"Oct 09, 2015","$1,139.94","$1,159.75","$1,139.52","$1,156.03"
"Oct 08, 2015","$1,146.07","$1,151.35","$1,136.85","$1,139.92"
"Oct 07, 2015","$1,146.38","$1,153.60","$1,142.03","$1,146.08"
"Oct 06, 2015","$1,136.38","$1,151.25","$1,135.10","$1,146.38"
"Oct 05, 2015","$1,137.26","$1,141.95","$1,130.25","$1,136.39"
"Oct 02, 2015","$1,113.95","$1,141.36","$1,104.95","$1,138.50"
"Oct 01, 2015","$1,115.36","$1,119.10","$1,111.21","$1,113.95"
"Sep 30, 2015","$1,126.49","$1,128.07","$1,112.15","$1,115.47"
"Sep 29, 2015","$1,132.18","$1,134.71","$1,124.60","$1,126.59"
"Sep 28, 2015","$1,146.65","$1,148.23","$1,128.15","$1,132.29"
"Sep 25, 2015","$1,150.30","$1,151.25","$1,140.96","$1,146.28"
"Sep 24, 2015","$1,130.99","$1,156.75","$1,130.52","$1,150.15"
"Sep 23, 2015","$1,125.20","$1,134.25","$1,121.99","$1,130.98"
"Sep 22, 2015","$1,133.00","$1,136.39","$1,121.54","$1,125.21"
"Sep 21, 2015","$1,137.84","$1,140.00","$1,130.10","$1,133.11"
"Sep 18, 2015","$1,132.26","$1,141.65","$1,127.65","$1,139.24"
"Sep 17, 2015","$1,119.84","$1,133.99","$1,115.64","$1,132.31"
"Sep 16, 2015","$1,105.69","$1,124.28","$1,104.15","$1,119.85"
"Sep 15, 2015","$1,106.39","$1,110.55","$1,102.72","$1,105.69"
"Sep 14, 2015","$1,106.39","$1,110.55","$1,103.65","$1,108.43"
"Sep 11, 2015","$1,111.98","$1,112.98","$1,098.90","$1,107.86"
"Sep 10, 2015","$1,107.24","$1,114.95","$1,104.10","$1,112.05"
"Sep 09, 2015","$1,120.28","$1,126.59","$1,101.56","$1,107.23"
"Sep 08, 2015","$1,120.28","$1,126.59","$1,118.85","$1,122.47"
"Sep 07, 2015","$1,122.72","$1,124.87","$1,116.95","$1,120.29"
"Sep 04, 2015","$1,125.10","$1,130.95","$1,117.45","$1,121.83"
"Sep 03, 2015","$1,133.20","$1,134.45","$1,122.05","$1,125.08"
"Sep 02, 2015","$1,139.79","$1,142.50","$1,132.29","$1,133.11"
"Sep 01, 2015","$1,135.60","$1,147.80","$1,134.45","$1,139.93"
"Aug 31, 2015","$1,132.65","$1,136.65","$1,125.75","$1,135.57"
"Aug 28, 2015","$1,126.14","$1,140.95","$1,123.90","$1,133.78"
"Aug 27, 2015","$1,123.47","$1,129.35","$1,118.55","$1,126.15"
"Aug 26, 2015","$1,143.61","$1,146.12","$1,117.99","$1,123.67"
"Aug 25, 2015","$1,151.76","$1,156.65","$1,134.85","$1,143.65"
"Aug 24, 2015","$1,163.44","$1,170.10","$1,146.65","$1,151.76"
"Aug 21, 2015","$1,155.02","$1,168.25","$1,149.00","$1,161.00"
"Aug 20, 2015","$1,132.97","$1,155.22","$1,132.78","$1,154.90"
"Aug 19, 2015","$1,117.62","$1,134.72","$1,116.49","$1,132.97"
"Aug 18, 2015","$1,117.29","$1,121.25","$1,109.90","$1,117.70"
"Aug 17, 2015","$1,114.56","$1,122.80","$1,114.08","$1,117.27"
"Aug 14, 2015","$1,114.88","$1,121.11","$1,112.03","$1,114.80"
"Aug 13, 2015","$1,124.62","$1,126.75","$1,113.70","$1,114.97"
"Aug 12, 2015","$1,109.09","$1,125.77","$1,102.00","$1,124.59"
"Aug 11, 2015","$1,104.31","$1,119.35","$1,094.00","$1,108.94"
"Aug 10, 2015","$1,092.48","$1,108.95","$1,089.90","$1,104.40"
"Aug 07, 2015","$1,089.92","$1,099.65","$1,083.15","$1,094.21"
"Aug 06, 2015","$1,085.59","$1,094.05","$1,083.72","$1,089.95"
"Aug 05, 2015","$1,087.35","$1,092.45","$1,083.20","$1,085.57"
"Aug 04, 2015","$1,085.44","$1,094.56","$1,081.25","$1,087.36"
"Aug 03, 2015","$1,094.97","$1,097.86","$1,084.15","$1,085.33"
"Jul 31, 2015","$1,088.50","$1,103.46","$1,080.15","$1,095.70"
"Jul 30, 2015","$1,097.20","$1,098.79","$1,082.80","$1,088.45"
"Jul 29, 2015","$1,095.55","$1,103.30","$1,090.72","$1,097.19"
"Jul 28, 2015","$1,094.20","$1,098.79","$1,091.75","$1,095.49"
"Jul 27, 2015","$1,095.84","$1,105.15","$1,089.05","$1,094.21"
"Jul 24, 2015","$1,090.76","$1,091.27","$1,077.49","$1,085.67"
"Jul 23, 2015","$1,094.93","$1,105.80","$1,087.37","$1,091.03"
"Jul 22, 2015","$1,103.25","$1,103.29","$1,087.34","$1,095.16"
"Jul 21, 2015","$1,097.35","$1,109.95","$1,097.15","$1,103.08"
"Jul 20, 2015","$1,131.95","$1,133.08","$1,084.65","$1,098.04"
"Jul 17, 2015","$1,145.42","$1,145.82","$1,131.32","$1,134.52"
"Jul 16, 2015","$1,148.75","$1,149.51","$1,142.71","$1,145.47"
"Jul 15, 2015","$1,156.32","$1,156.93","$1,143.59","$1,149.23"
"Jul 14, 2015","$1,157.51","$1,159.75","$1,153.15","$1,156.05"
"Jul 13, 2015","$1,162.98","$1,164.35","$1,151.25","$1,157.51"
"Jul 10, 2015","$1,158.54","$1,165.45","$1,158.05","$1,163.78"
"Jul 09, 2015","$1,158.19","$1,167.66","$1,156.15","$1,158.43"
"Jul 08, 2015","$1,154.63","$1,164.65","$1,147.35","$1,158.28"
"Jul 07, 2015","$1,169.59","$1,170.12","$1,148.35","$1,154.73"
"Jul 06, 2015","$1,174.42","$1,174.55","$1,163.04","$1,169.58"
"Jul 03, 2015","$1,166.20","$1,170.07","$1,165.54","$1,168.78"
"Jul 02, 2015","$1,168.74","$1,169.35","$1,157.26","$1,166.10"
"Jul 01, 2015","$1,177.55","$1,177.55","$1,167.80","$1,168.70"
"Jun 30, 2015","$1,180.33","$1,180.63","$1,167.34","$1,173.05"
"Jun 29, 2015","$1,185.60","$1,187.55","$1,173.99","$1,180.30"
"Jun 26, 2015","$1,174.02","$1,178.65","$1,169.36","$1,175.38"
"Jun 25, 2015","$1,175.35","$1,178.20","$1,172.05","$1,174.03"
"Jun 24, 2015","$1,178.15","$1,180.26","$1,171.33","$1,175.38"
"Jun 23, 2015","$1,186.05","$1,188.25","$1,176.40","$1,178.26"
"Jun 22, 2015","$1,198.74","$1,200.11","$1,182.43","$1,186.15"
"Jun 19, 2015","$1,201.51","$1,204.15","$1,198.55","$1,200.22"
"Jun 18, 2015","$1,184.74","$1,205.65","$1,184.23","$1,201.66"
"Jun 17, 2015","$1,181.95","$1,189.25","$1,174.78","$1,184.65"
"Jun 16, 2015","$1,185.95","$1,187.91","$1,176.27","$1,181.93"
"Jun 15, 2015","$1,186.14","$1,190.15","$1,173.05","$1,185.88"
"Jun 12, 2015","$1,181.86","$1,184.30","$1,176.85","$1,181.21"
"Jun 11, 2015","$1,186.04","$1,188.09","$1,176.25","$1,181.91"
"Jun 10, 2015","$1,176.92","$1,192.25","$1,175.32","$1,186.09"
"Jun 09, 2015","$1,173.95","$1,183.05","$1,172.70","$1,177.21"
"Jun 08, 2015","$1,170.38","$1,177.57","$1,169.72","$1,173.33"
"Jun 05, 2015","$1,176.95","$1,178.55","$1,162.92","$1,171.92"
"Jun 04, 2015","$1,185.17","$1,186.35","$1,173.00","$1,176.67"
"Jun 03, 2015","$1,193.35","$1,195.48","$1,180.10","$1,185.34"
"Jun 02, 2015","$1,188.94","$1,196.15","$1,186.05","$1,193.25"
"Jun 01, 2015","$1,193.65","$1,204.35","$1,184.75","$1,189.00"
"May 29, 2015","$1,188.67","$1,193.55","$1,186.45","$1,190.38"
"May 28, 2015","$1,188.21","$1,192.21","$1,181.04","$1,188.70"
"May 27, 2015","$1,187.85","$1,190.95","$1,183.93","$1,188.27"
"May 26, 2015","$1,207.15","$1,207.65","$1,185.83","$1,187.85"
"May 25, 2015","$1,204.46","$1,209.42","$1,202.95","$1,207.15"
"May 22, 2015","$1,206.57","$1,214.95","$1,201.71","$1,206.00"
"May 21, 2015","$1,210.15","$1,212.85","$1,201.75","$1,206.48"
"May 20, 2015","$1,209.08","$1,213.58","$1,203.50","$1,210.15"
"May 19, 2015","$1,225.30","$1,225.45","$1,206.09","$1,208.95"
"May 18, 2015","$1,225.27","$1,232.30","$1,221.75","$1,225.40"
"May 15, 2015","$1,221.63","$1,226.28","$1,211.23","$1,223.94"
"May 14, 2015","$1,215.22","$1,227.25","$1,212.30","$1,221.58"
"May 13, 2015","$1,192.88","$1,218.91","$1,191.40","$1,215.14"
"May 12, 2015","$1,183.55","$1,197.28","$1,181.17","$1,192.86"
"May 11, 2015","$1,188.91","$1,191.84","$1,179.12","$1,183.35"
"May 08, 2015","$1,184.45","$1,193.65","$1,182.10","$1,188.51"
"May 07, 2015","$1,192.66","$1,192.93","$1,179.45","$1,184.30"
"May 06, 2015","$1,194.25","$1,197.50","$1,188.53","$1,192.63"
"May 05, 2015","$1,188.66","$1,199.74","$1,186.01","$1,194.24"
"May 04, 2015","$1,178.39","$1,192.95","$1,177.85","$1,188.65"
"May 01, 2015","$1,184.47","$1,185.28","$1,170.58","$1,178.49"
"Apr 30, 2015","$1,205.55","$1,207.34","$1,177.45","$1,184.05"
"Apr 29, 2015","$1,211.96","$1,213.85","$1,201.65","$1,205.55"
"Apr 28, 2015","$1,201.99","$1,215.09","$1,199.34","$1,211.99"
"Apr 27, 2015","$1,179.13","$1,207.27","$1,178.85","$1,201.88"
"Apr 24, 2015","$1,193.79","$1,196.05","$1,175.39","$1,179.45"
"Apr 23, 2015","$1,187.80","$1,198.11","$1,184.48","$1,193.77"
"Apr 22, 2015","$1,203.04","$1,204.70","$1,185.93","$1,187.84"
"Apr 21, 2015","$1,196.21","$1,204.27","$1,193.24","$1,203.15"
"Apr 20, 2015","$1,204.21","$1,209.18","$1,191.64","$1,196.32"
"Apr 17, 2015","$1,198.68","$1,207.67","$1,197.53","$1,204.15"
"Apr 16, 2015","$1,202.99","$1,209.26","$1,195.02","$1,198.58"
"Apr 15, 2015","$1,192.80","$1,204.65","$1,189.10","$1,202.99"
"Apr 14, 2015","$1,199.10","$1,201.60","$1,184.15","$1,192.80"
"Apr 13, 2015","$1,207.45","$1,209.55","$1,196.70","$1,198.86"
"Apr 10, 2015","$1,194.63","$1,210.85","$1,193.46","$1,207.36"
"Apr 09, 2015","$1,201.98","$1,202.78","$1,192.91","$1,194.52"
"Apr 08, 2015","$1,209.88","$1,212.16","$1,197.73","$1,201.88"
"Apr 07, 2015","$1,214.82","$1,215.92","$1,207.64","$1,209.72"
"Apr 06, 2015","$1,216.57","$1,224.40","$1,214.11","$1,214.74"
"Apr 03, 2015","$1,201.61","$1,202.99","$1,200.29","$1,202.99"
"Apr 02, 2015","$1,203.43","$1,207.35","$1,195.00","$1,202.41"
"Apr 01, 2015","$1,183.10","$1,208.60","$1,181.00","$1,203.32"
"Mar 31, 2015","$1,186.58","$1,190.65","$1,178.57","$1,183.40"
"Mar 30, 2015","$1,198.00","$1,198.44","$1,182.60","$1,186.62"
"Mar 27, 2015","$1,204.53","$1,206.25","$1,192.72","$1,198.89"
"Mar 26, 2015","$1,195.25","$1,219.65","$1,194.63","$1,204.61"
"Mar 25, 2015","$1,192.57","$1,199.65","$1,186.91","$1,194.99"
"Mar 24, 2015","$1,189.92","$1,195.04","$1,185.55","$1,192.50"
"Mar 23, 2015","$1,185.91","$1,191.67","$1,179.54","$1,189.89"
"Mar 20, 2015","$1,171.36","$1,187.95","$1,168.90","$1,182.40"
"Mar 19, 2015","$1,167.60","$1,177.85","$1,159.84","$1,171.46"
"Mar 18, 2015","$1,149.59","$1,175.11","$1,146.15","$1,168.26"
"Mar 17, 2015","$1,154.79","$1,159.18","$1,143.15","$1,149.55"
"Mar 16, 2015","$1,156.11","$1,164.13","$1,150.57","$1,154.87"
"Mar 13, 2015","$1,153.90","$1,161.77","$1,151.68","$1,157.63"
"Mar 12, 2015","$1,155.15","$1,166.66","$1,148.75","$1,153.94"
"Mar 11, 2015","$1,162.56","$1,165.29","$1,147.70","$1,155.35"
"Mar 10, 2015","$1,167.66","$1,170.65","$1,155.55","$1,162.60"
"Mar 09, 2015","$1,169.39","$1,175.44","$1,165.99","$1,167.40"
"Mar 06, 2015","$1,199.89","$1,200.73","$1,163.92","$1,167.87"
"Mar 05, 2015","$1,202.42","$1,209.43","$1,196.78","$1,200.02"
"Mar 04, 2015","$1,205.18","$1,209.11","$1,198.74","$1,202.25"
"Mar 03, 2015","$1,207.25","$1,214.91","$1,195.57","$1,204.65"
"Mar 02, 2015","$1,214.04","$1,223.35","$1,204.79","$1,207.05"
"Feb 27, 2015","$1,210.25","$1,219.45","$1,204.75","$1,213.30"
"Feb 26, 2015","$1,205.40","$1,220.01","$1,203.70","$1,209.95"
"Feb 25, 2015","$1,204.17","$1,211.95","$1,201.23","$1,205.75"
"Feb 24, 2015","$1,202.94","$1,205.00","$1,191.05","$1,204.84"
"Feb 23, 2015","$1,201.84","$1,210.00","$1,191.10","$1,203.15"
"Feb 20, 2015","$1,208.61","$1,214.89","$1,198.55","$1,202.02"
"Feb 19, 2015","$1,213.57","$1,223.05","$1,205.65","$1,208.95"
"Feb 18, 2015","$1,209.55","$1,214.31","$1,197.68","$1,213.65"
"Feb 17, 2015","$1,231.16","$1,233.96","$1,203.90","$1,209.40"
"Feb 16, 2015","$1,228.97","$1,236.58","$1,228.95","$1,232.00"
"Feb 13, 2015","$1,223.89","$1,234.97","$1,223.07","$1,229.60"
"Feb 12, 2015","$1,220.47","$1,232.41","$1,219.21","$1,224.22"
"Feb 11, 2015","$1,233.57","$1,238.84","$1,217.01","$1,220.67"
"Feb 10, 2015","$1,238.92","$1,245.85","$1,231.21","$1,233.67"
"Feb 09, 2015","$1,237.81","$1,243.66","$1,235.34","$1,239.00"
"Feb 06, 2015","$1,265.23","$1,268.85","$1,228.65","$1,233.49"
"Feb 05, 2015","$1,272.45","$1,273.71","$1,256.67","$1,265.70"
"Feb 04, 2015","$1,261.80","$1,274.05","$1,256.95","$1,272.67"
"Feb 03, 2015","$1,274.76","$1,285.71","$1,255.76","$1,261.82"
"Feb 02, 2015","$1,280.65","$1,284.80","$1,266.65","$1,275.01"
"Jan 30, 2015","$1,261.04","$1,284.83","$1,257.49","$1,283.70"
"Jan 29, 2015","$1,285.66","$1,285.87","$1,252.33","$1,260.21"
"Jan 28, 2015","$1,293.42","$1,293.78","$1,280.16","$1,284.90"
"Jan 27, 2015","$1,280.02","$1,297.52","$1,272.41","$1,293.42"
"Jan 26, 2015","$1,297.46","$1,299.19","$1,276.16","$1,279.95"
"Jan 23, 2015","$1,301.07","$1,301.95","$1,285.04","$1,294.22"
"Jan 22, 2015","$1,291.57","$1,306.62","$1,279.74","$1,300.90"
"Jan 21, 2015","$1,292.33","$1,305.15","$1,285.01","$1,291.89"
"Jan 20, 2015","$1,275.71","$1,297.07","$1,274.13","$1,292.70"
"Jan 19, 2015","$1,278.98","$1,279.28","$1,272.43","$1,275.65"
"Jan 16, 2015","$1,261.90","$1,281.75","$1,255.24","$1,280.10"
"Jan 15, 2015","$1,230.77","$1,266.70","$1,226.23","$1,262.80"
"Jan 14, 2015","$1,233.35","$1,244.37","$1,225.43","$1,231.28"
"Jan 13, 2015","$1,231.15","$1,244.07","$1,227.45","$1,232.79"
"Jan 12, 2015","$1,225.78","$1,235.93","$1,217.95","$1,231.87"
"Jan 09, 2015","$1,208.60","$1,223.84","$1,208.42","$1,222.72"
"Jan 08, 2015","$1,212.83","$1,216.41","$1,204.95","$1,208.10"
"Jan 07, 2015","$1,216.05","$1,218.70","$1,209.18","$1,212.65"
"Jan 06, 2015","$1,203.33","$1,222.77","$1,201.84","$1,216.15"
"Jan 05, 2015","$1,184.21","$1,207.52","$1,183.07","$1,203.20"
"Jan 02, 2015","$1,186.87","$1,194.74","$1,167.95","$1,188.73"
"Jan 01, 2015","$1,182.41","$1,187.75","$1,182.40","$1,187.00"
"Dec 31, 2014","$1,199.49","$1,203.89","$1,179.90","$1,184.32"
"Dec 30, 2014","$1,182.18","$1,210.04","$1,181.01","$1,199.64"
"Dec 29, 2014","$1,193.88","$1,197.41","$1,179.30","$1,181.82"
"Dec 26, 2014","$1,176.95","$1,199.17","$1,176.74","$1,195.76"
"Dec 25, 2014","$1,175.25","$1,179.09","$1,173.10","$1,177.13"
"Dec 24, 2014","$1,177.86","$1,181.25","$1,172.95","$1,175.25"
"Dec 23, 2014","$1,173.55","$1,184.95","$1,172.80","$1,178.12"
"Dec 22, 2014","$1,195.49","$1,202.04","$1,170.89","$1,173.57"
"Dec 19, 2014","$1,196.53","$1,201.39","$1,193.89","$1,195.77"
"Dec 18, 2014","$1,189.77","$1,213.80","$1,189.45","$1,197.55"
"Dec 17, 2014","$1,198.45","$1,202.85","$1,184.51","$1,190.33"
"Dec 16, 2014","$1,198.45","$1,223.53","$1,188.15","$1,197.88"
"Dec 15, 2014","$1,222.85","$1,224.25","$1,191.08","$1,198.57"
"Dec 12, 2014","$1,226.95","$1,227.44","$1,215.05","$1,222.64"
"Dec 11, 2014","$1,229.99","$1,232.85","$1,216.09","$1,226.65"
"Dec 10, 2014","$1,229.25","$1,238.35","$1,224.85","$1,229.71"
"Dec 09, 2014","$1,202.01","$1,238.03","$1,199.46","$1,229.18"
